Voltage_V,Capacitance_nF,InvC2_1_per_uF2,D2InvC2,SmoothedD2InvC2,Gauss_A,Gauss_x0,Gauss_sigma,Gauss_y0
267,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
268,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
269,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
270,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
271,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
272,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
273,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
274,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
275,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
276,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
277,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
278,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
279,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
280,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
281,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
282,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
283,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
284,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
285,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
286,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
287,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
288,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
289,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
290,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
291,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
292,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
293,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
294,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
295,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
296,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
297,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
298,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
299,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
300,10.3,9425.95909134,0,0,-26.4910482656,25.5676147508,2.67362472227,-3.51952322762
