Voltage_V,Capacitance_pF,InvC2_1_per_nF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
241,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
242,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
243,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
244,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
245,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
246,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
247,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
248,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
249,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
250,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
251,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
252,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
253,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
254,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
255,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
256,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
257,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
258,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
259,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
260,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
261,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
262,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
263,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
264,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
265,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
266,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
267,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
268,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
269,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
270,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
271,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
272,24.4,1679.65600645,0,0,22.0951436181,72.8194535719,0.217103743375,0.259692184918
