Voltage_V,Capacitance_nF,InvC2_1_per_uF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
257,179.5,31.0363823993,0,-0.000126557480656,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
258,179.5,31.0363823993,0,0.000932705443799,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
259,179.5,31.0363823993,0,0.00124769039668,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
260,179.5,31.0363823993,0,0.00152767702146,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
261,179.5,31.0363823993,0,0.00177266531814,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
262,179.5,31.0363823993,0,0.00198265528672,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
263,179.5,31.0363823993,0,0.00215764692721,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
264,179.5,31.0363823993,0,0.0022976402396,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
265,179.5,31.0363823993,0,0.00240263522389,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
266,179.5,31.0363823993,0,0.00247263188009,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
267,179.5,31.0363823993,0.0173049233278,0.00250763020819,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
268,179.4,31.0709922459,0.0173049233278,0.00250763020819,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
269,179.4,31.0709922459,0,0.00247263188009,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
270,179.4,31.0709922459,0,0.00240263522389,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
271,179.4,31.0709922459,0,0.0022976402396,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
272,179.4,31.0709922459,0,0.00215764692721,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
273,179.4,31.0709922459,0,0.00198265528672,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
274,179.4,31.0709922459,0,0.00177266531814,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
275,179.4,31.0709922459,0,0.00152767702146,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
276,179.4,31.0709922459,0,0.00124769039668,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
277,179.4,31.0709922459,0,0.000932705443799,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
278,179.4,31.0709922459,0,0.000582722162824,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
279,179.4,31.0709922459,0,0.000197740553751,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
280,179.4,31.0709922459,0,-0.000933894508212,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
281,179.4,31.0709922459,0,-0.0018463653537,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
282,179.4,31.0709922459,0,-0.00184554530928,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
283,179.4,31.0709922459,0,-0.000933077392519,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
284,179.4,31.0709922459,0,0.00019807150025,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
285,179.4,31.0709922459,0,0.000583697429941,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
286,179.4,31.0709922459,0,0.000913232315312,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
287,179.4,31.0709922459,0,0.00124873460728,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
288,179.4,31.0709922459,0,0.0015828062683,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
289,179.4,31.0709922459,0,0.0019080492608,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
290,179.4,31.0709922459,0,0.00221706554724,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
291,179.4,31.0709922459,0,0.00250245709006,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
292,179.4,31.0709922459,0,0.0027568258517,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
293,179.4,31.0709922459,0,0.00297277379462,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
294,179.4,31.0709922459,0,0.00314290288125,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
295,179.4,31.0709922459,0.0173338855396,0.00325981507403,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
296,179.3,31.105660017,0.0173338855396,0.00331611233543,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
297,179.3,31.105660017,0,0.00330439662787,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
298,179.3,31.105660017,0,0.00321726991381,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
299,179.3,31.105660017,0,0.00304733415569,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
300,179.3,31.105660017,0,0.00278719131595,0.540943744672,55.7219383527,0.272917742762,0.00219152130791
