Voltage_V,Capacitance_pF,InvC2_1_per_nF2,D1InvC2,SmoothedD1InvC2,Sigmoid_A,Sigmoid_x0,Sigmoid_k,Sigmoid_y0
275,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
276,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
277,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
278,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
279,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
280,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
281,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
282,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
283,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
284,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
285,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
286,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
287,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
288,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
289,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
290,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
291,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
292,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
293,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
294,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
295,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
296,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
297,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
298,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
299,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
300,23.7,1780.34146949,0,0,31.4920005125,54.0074993885,0.229422626605,0.198947974901
