SpectrumNumber	Isotope	Detector	Conditions	Voltage (V)	Current (nA)	Temperature (deg)	Energy(keV)	ΔEnergy(keV)	FWHM(keV)	ΔFWHM(keV)	Amplitude	ΔAmplitude	Adj.R^2
04	Ra-226	det3	20us	70	3.10	22.0	7833.57	0.35	58.58	0.86	19.69	0.24	0.88811
05	Ra-226	det3	20us	80	4.02	22.0	4864.24	0.44	74.87	1.09	17.65	0.22	0.87864
05	Ra-226	det3	20us	80	4.02	22.0	5400.74	0.64	71.30	1.59	12.68	0.24	0.87353
05	Ra-226	det3	20us	80	4.02	22.0	5590.20	0.64	62.03	1.59	18.30	0.24	0.87353
05	Ra-226	det3	20us	80	4.02	22.0	6115.85	0.35	64.94	0.87	17.79	0.20	0.90377
05	Ra-226	det3	20us	80	4.02	22.0	7832.65	0.35	61.92	0.86	18.88	0.22	0.89568
06	Ra-226	det3	20us	90	4.32	22.0	4863.89	0.39	71.01	0.97	18.34	0.21	0.89401
06	Ra-226	det3	20us	90	4.32	22.0	5398.89	0.64	70.12	1.60	12.13	0.23	0.87369
06	Ra-226	det3	20us	90	4.32	22.0	5590.96	0.64	61.96	1.60	17.97	0.23	0.87369
06	Ra-226	det3	20us	90	4.32	22.0	6114.69	0.36	64.50	0.88	17.73	0.20	0.89903
06	Ra-226	det3	20us	90	4.32	22.0	7831.96	0.30	56.96	0.73	20.37	0.22	0.91288
07	Ra-226	det3	20us	100	4.57	22.0	4863.09	0.41	72.45	1.02	18.54	0.22	0.88783
07	Ra-226	det3	20us	100	4.57	22.0	5397.77	0.64	70.63	1.60	12.25	0.23	0.87697
07	Ra-226	det3	20us	100	4.57	22.0	5586.70	0.64	62.70	1.60	18.25	0.23	0.87697
07	Ra-226	det3	20us	100	4.57	22.0	6112.33	0.35	60.23	0.87	18.76	0.23	0.89191
07	Ra-226	det3	20us	100	4.57	22.0	7828.95	0.34	60.21	0.85	18.83	0.22	0.89516
08	Ra-226	det3	20us	110	4.78	22.0	4860.95	0.42	71.80	1.04	17.89	0.22	0.88198
08	Ra-226	det3	20us	110	4.78	22.0	5395.73	0.58	64.98	1.42	13.28	0.24	0.87838
08	Ra-226	det3	20us	110	4.78	22.0	5586.25	0.58	61.99	1.42	18.28	0.24	0.87838
08	Ra-226	det3	20us	110	4.78	22.0	6111.06	0.34	63.08	0.84	18.51	0.21	0.90327
08	Ra-226	det3	20us	110	4.78	22.0	7826.89	0.39	60.23	0.95	17.65	0.23	0.87042
09	Ra-226	det3	20us	120	4.98	22.0	4860.68	0.42	70.13	1.04	18.47	0.23	0.87817
09	Ra-226	det3	20us	120	4.98	22.0	5395.08	0.63	71.61	1.56	12.56	0.23	0.87380
09	Ra-226	det3	20us	120	4.98	22.0	5583.12	0.63	66.25	1.56	17.02	0.23	0.87380
09	Ra-226	det3	20us	120	4.98	22.0	6108.71	0.37	63.78	0.90	18.45	0.22	0.89300
09	Ra-226	det3	20us	120	4.98	22.0	7823.44	0.35	61.90	0.85	18.61	0.22	0.89772
10	Ra-226	det3	20us	140	5.28	22.0	4857.43	0.44	70.13	1.09	17.92	0.23	0.86734
10	Ra-226	det3	20us	140	5.28	22.0	5390.70	0.60	67.35	1.48	12.97	0.24	0.87057
10	Ra-226	det3	20us	140	5.28	22.0	5580.92	0.60	63.88	1.48	17.28	0.24	0.87057
10	Ra-226	det3	20us	140	5.28	22.0	6105.19	0.39	62.67	0.96	17.62	0.23	0.87661
10	Ra-226	det3	20us	140	5.28	22.0	7816.95	0.35	61.73	0.85	19.10	0.22	0.89817
11	Ra-226	det3	20us	160	5.56	22.0	4852.40	0.44	70.54	1.10	18.46	0.24	0.86707
11	Ra-226	det3	20us	160	5.56	22.0	5385.75	0.68	73.26	1.69	11.65	0.22	0.88134
11	Ra-226	det3	20us	160	5.56	22.0	5574.21	0.68	63.22	1.69	18.53	0.22	0.88134
11	Ra-226	det3	20us	160	5.56	22.0	6099.96	0.34	62.51	0.85	18.79	0.21	0.90194
11	Ra-226	det3	20us	160	5.56	22.0	7811.81	0.38	62.45	0.94	18.16	0.23	0.88032
12	Ra-226	det3	20us	200	6.06	22.0	4842.81	0.45	73.65	1.13	17.61	0.22	0.86817
12	Ra-226	det3	20us	200	6.06	22.0	5374.68	0.75	75.46	1.86	11.40	0.23	0.86188
12	Ra-226	det3	20us	200	6.06	22.0	5562.13	0.75	65.42	1.86	17.82	0.23	0.86188
12	Ra-226	det3	20us	200	6.06	22.0	6087.44	0.37	68.08	0.92	17.12	0.19	0.90025
12	Ra-226	det3	20us	200	6.06	22.0	7793.76	0.36	64.54	0.89	17.76	0.20	0.89743
13	Ra-226	det3	20us	250	6.62	22.0	4826.98	0.43	70.98	1.07	18.06	0.23	0.87256
13	Ra-226	det3	20us	250	6.62	22.0	5357.02	0.68	71.35	1.69	12.00	0.24	0.86579
13	Ra-226	det3	20us	250	6.62	22.0	5547.64	0.68	67.00	1.69	17.46	0.24	0.86579
13	Ra-226	det3	20us	250	6.62	22.0	6067.86	0.38	66.80	0.94	18.12	0.21	0.89348
13	Ra-226	det3	20us	250	6.62	22.0	7768.31	0.34	60.41	0.83	18.75	0.22	0.89913
14	Ra-226	det3	20us	300	7.17	22.0	4809.67	0.46	75.52	1.14	17.45	0.22	0.86995
14	Ra-226	det3	20us	300	7.17	22.0	5337.91	0.68	72.82	1.70	11.89	0.23	0.87081
14	Ra-226	det3	20us	300	7.17	22.0	5525.82	0.68	65.43	1.70	17.83	0.23	0.87081
14	Ra-226	det3	20us	300	7.17	22.0	6045.10	0.41	64.61	1.01	18.29	0.24	0.87313
14	Ra-226	det3	20us	300	7.17	22.0	7740.47	0.35	60.34	0.85	18.77	0.22	0.89245
15	Ra-226	det3	20us	350	7.77	22.0	4793.42	0.44	72.42	1.09	17.76	0.22	0.87351
15	Ra-226	det3	20us	350	7.77	22.0	5316.15	0.68	72.12	1.70	11.45	0.23	0.87043
15	Ra-226	det3	20us	350	7.77	22.0	5505.19	0.68	65.88	1.70	17.26	0.23	0.87043
15	Ra-226	det3	20us	350	7.77	22.0	6022.45	0.41	67.21	1.00	17.70	0.22	0.88035
15	Ra-226	det3	20us	350	7.77	22.0	7706.76	0.37	63.85	0.92	17.95	0.22	0.88968
16	Ra-226	det3	20us	400	8.59	22.0	4773.96	0.40	71.26	0.99	17.96	0.21	0.88954
16	Ra-226	det3	20us	400	8.59	22.0	5296.82	0.69	72.34	1.71	11.83	0.23	0.86930
16	Ra-226	det3	20us	400	8.59	22.0	5483.59	0.69	62.62	1.71	18.03	0.23	0.86930
16	Ra-226	det3	20us	400	8.59	22.0	5996.93	0.41	67.49	1.00	17.15	0.21	0.87999
16	Ra-226	det3	20us	400	8.59	22.0	7674.95	0.35	63.70	0.87	18.23	0.21	0.89951
